CD4,CD8b,CD3,CD8,cluster_label
147,159,116,164,3
351,329,494,515,9
207,100,96,147,3
300,226,171,217,3
304,158,166,141,3
135,35,64,561,5
156,60,56,270,2
402,307,278,274,3
315,213,231,252,3
123,103,326,323,8
236,207,147,232,3
464,307,395,320,10
341,296,196,458,9
373,56,308,122,0
172,403,306,700,6
276,151,109,258,3
122,39,20,331,5
167,156,19,168,3
166,158,138,117,3
270,182,155,141,3
281,200,136,205,3
271,199,192,182,3
228,168,150,206,3
236,298,134,612,9
337,449,337,654,1
246,228,194,234,3
303,228,218,182,3
229,152,15,120,3
241,166,129,112,3
322,188,139,95,3
258,192,178,153,3
258,145,141,222,3
287,183,143,187,3
534,336,429,343,10
162,136,49,173,2
141,107,120,139,2
238,193,87,311,3
231,230,107,263,3
340,214,267,207,3
260,214,87,220,3
213,138,59,116,3
344,406,297,711,1
298,195,225,228,3
345,264,150,243,3
255,218,151,192,3
162,44,96,451,5
434,144,353,152,0
154,379,319,638,6
243,209,118,174,3
307,217,100,325,3
188,189,170,190,3
196,390,257,615,6
387,52,287,132,0
121,230,442,648,8
290,179,129,180,3
273,212,85,218,3
279,198,103,194,3
329,165,168,119,3
252,148,32,76,3
244,239,130,259,3
220,142,164,175,3
366,298,251,302,3
371,293,226,307,3
265,248,199,514,9
230,147,134,104,3
332,95,180,22,0
340,190,147,200,3
269,51,189,478,9
285,105,86,174,3
234,181,167,215,3
261,225,200,281,3
300,223,246,269,3
225,139,64,171,3
249,153,27,188,3
472,153,383,197,0
380,313,243,299,3
256,179,31,158,3
155,113,78,148,2
266,139,131,241,3
305,182,180,245,3
296,268,149,304,3
272,217,183,164,3
125,480,398,646,6
213,109,77,152,3
162,264,121,532,6
296,171,160,111,3
317,9,275,103,0
261,131,96,4,3
209,226,91,324,3
134,46,325,661,8
135,158,28,147,2
236,162,56,230,3
228,130,148,240,3
222,159,66,44,3
107,57,121,678,5
280,200,70,162,3
309,240,160,312,3
180,144,80,198,3
269,186,160,153,3
424,114,327,101,0
367,93,301,75,0
301,219,155,226,3
264,180,123,176,3
111,81,457,57,8
380,273,215,331,3
364,111,295,48,0
115,77,355,203,8
194,157,120,186,3
258,120,133,231,3
223,80,13,235,2
137,23,107,335,2
129,25,37,239,2
213,195,177,230,3
423,335,305,344,3
359,313,233,274,3
225,189,186,224,3
251,147,166,124,3
244,295,269,272,9
249,98,50,131,3
266,217,143,229,3
222,142,122,175,3
50,74,353,533,8
262,209,82,187,3
332,70,287,177,0
261,186,132,189,3
216,143,135,213,3
309,119,129,155,3
141,58,113,263,2
296,207,148,216,3
386,307,247,433,3
303,110,44,170,3
130,186,120,187,2
453,240,376,269,10
250,95,102,191,3
300,166,170,145,3
394,307,290,350,3
368,117,90,192,3
298,240,197,200,3
81,116,31,418,5
174,136,68,192,3
288,141,161,143,3
280,81,146,146,3
150,62,151,138,2
363,224,210,210,3
76,11,20,105,2
189,89,47,1,3
259,195,191,205,3
301,30,201,136,0
177,54,98,172,2
338,398,278,693,1
269,119,125,239,3
139,330,169,604,6
220,213,1,50,3
351,76,247,153,0
260,211,158,580,9
195,218,161,184,3
296,191,212,231,3
133,304,129,597,6
416,40,385,107,0
280,253,305,320,9
252,171,174,159,3
204,143,91,91,3
436,443,349,737,1
328,120,314,119,0
243,110,154,186,3
288,189,146,180,3
341,205,134,149,3
355,117,297,104,0
225,186,122,121,3
243,156,185,162,3
324,152,171,238,3
528,313,412,345,10
87,34,301,518,8
261,89,96,170,3
458,320,329,318,10
330,276,224,228,3
243,122,78,100,3
209,163,156,167,3
486,247,422,135,10
180,90,72,448,5
428,372,283,487,3
170,105,49,132,2
187,192,128,130,3
239,136,206,83,3
262,177,96,197,3
391,69,260,95,0
329,486,438,666,1
220,161,108,143,3
216,170,156,263,3
462,394,402,515,9
241,159,29,128,3
291,407,286,649,1
183,129,46,317,2
129,386,313,587,6
205,126,16,573,5
242,181,115,104,3
270,159,127,78,3
279,255,187,213,3
45,127,70,154,2
315,164,80,69,3
197,173,111,173,3
200,395,359,653,6
177,66,44,488,5
238,190,120,191,3
275,282,204,428,9
290,69,201,97,0
418,372,301,386,3
231,159,129,141,3
399,413,403,665,1
231,184,187,207,3
399,33,333,55,0
469,307,340,301,10
114,492,428,643,6
187,10,36,294,2
278,160,140,141,3
224,167,97,200,3
201,148,20,154,3
167,66,104,278,2
291,203,289,245,3
149,536,369,757,6
125,135,91,611,5
229,144,42,168,3
138,137,132,209,2
203,209,154,209,3
478,117,524,148,0
541,359,407,349,10
319,213,80,163,3
428,518,408,747,1
249,212,157,130,3
273,212,132,141,3
252,193,42,54,3
381,308,199,274,3
255,67,286,248,0
185,130,112,34,3
269,236,40,171,3
315,158,76,150,3
435,359,369,432,10
249,4,260,211,0
315,463,339,740,1
47,93,89,210,2
180,161,357,565,8
355,223,237,109,3
151,174,113,409,5
104,114,130,107,2
301,210,170,138,3
32,38,420,152,8
271,106,154,127,3
234,178,99,156,3
245,203,93,652,9
118,43,540,662,8
270,157,420,246,9
277,219,76,160,3
334,91,198,91,0
254,153,86,228,3
241,182,55,203,3
179,141,125,215,3
219,139,240,232,3
275,199,98,130,3
223,142,34,76,3
260,150,180,251,3
182,377,223,651,6
99,28,44,550,5
460,326,307,614,1
281,131,193,146,0
242,148,135,206,3
241,178,98,161,3
125,336,243,581,6
317,158,93,175,3
251,218,227,138,3
221,153,34,187,3
266,68,62,261,2
256,461,337,728,1
204,105,85,216,3
415,406,314,414,3
271,221,94,250,3
401,308,254,310,3
312,184,17,585,9
276,170,113,211,3
310,262,126,228,3
379,333,236,330,3
231,196,14,201,3
516,320,523,297,10
155,95,114,219,2
398,75,362,145,0
372,31,240,127,0
177,176,176,69,3
279,184,165,207,3
298,251,201,269,3
299,59,220,151,0
246,156,103,267,3
280,140,156,174,3
262,178,42,124,3
410,577,436,838,1
263,185,181,263,3
304,181,132,149,3
220,172,32,172,3
219,178,141,125,3
192,138,128,249,3
209,461,332,784,1
381,341,284,361,3
225,131,92,124,3
174,97,71,159,2
361,339,276,298,3
168,49,310,108,8
286,166,188,177,3
288,74,223,166,0
175,84,126,229,2
162,49,98,540,5
169,154,60,615,5
224,112,84,167,3
464,369,354,404,10
211,133,137,217,3
325,273,215,328,3
260,196,108,232,3
333,161,292,3,0
185,196,181,92,3
142,324,206,635,6
383,297,271,373,3
101,115,7,310,2
511,367,412,391,10
280,263,261,155,3
281,256,204,241,3
231,177,153,218,3
261,143,142,219,3
301,133,165,142,3
402,271,309,255,10
226,166,158,162,3
161,88,413,73,8
484,308,347,321,10
264,195,105,188,3
373,211,198,196,3
430,94,402,33,0
36,349,268,676,6
444,414,354,399,3
397,371,270,341,3
267,191,185,208,3
159,64,321,599,8
271,245,227,271,3
274,194,175,294,3
240,210,117,208,3
235,206,191,217,3
264,204,46,196,3
416,552,486,793,1
186,168,166,143,3
400,367,270,411,3
344,421,330,755,1
376,154,163,73,0
217,124,134,25,3
230,150,186,261,3
279,72,224,298,0
251,193,118,105,3
28,60,48,113,2
295,128,49,151,3
234,159,101,289,3
240,209,173,306,3
379,55,273,57,0
103,45,154,193,2
302,192,130,166,3
82,38,111,142,2
265,182,153,230,3
246,189,131,113,3
424,218,352,248,10
248,204,126,204,3
252,23,232,115,0
156,115,248,631,8
389,275,206,302,3
276,158,62,202,3
115,77,63,332,5
128,151,24,386,5
237,216,108,123,3
341,165,130,193,3
195,200,102,311,3
41,81,19,233,2
369,257,237,294,3
89,121,273,117,8
312,224,202,240,3
279,258,123,374,3
253,422,223,657,1
213,142,168,138,3
252,234,144,128,3
99,43,120,62,2
289,208,179,67,3
187,46,19,146,2
370,7,374,215,0
458,88,367,129,0
340,335,256,279,3
455,215,408,232,10
167,94,11,56,2
291,150,100,223,3
256,178,130,201,3
337,283,189,288,3
282,305,213,328,3
252,220,96,281,3
256,186,133,138,3
414,359,273,348,3
252,144,107,176,3
433,66,410,107,0
176,165,103,160,3
355,266,102,261,3
243,159,198,112,3
270,85,150,193,3
402,318,244,349,3
280,252,134,100,3
432,538,431,711,1
102,65,22,500,5
243,162,97,120,3
251,180,176,223,3
293,258,162,205,3
367,108,370,69,0
343,203,139,231,3
244,201,154,261,3
357,311,246,203,3
298,217,214,172,3
252,177,80,236,3
400,307,248,319,3
146,5,144,502,5
267,206,93,258,3
261,200,151,208,3
250,172,325,210,0
388,15,379,15,0
375,132,277,226,0
435,29,395,127,0
140,387,243,623,6
239,135,74,172,3
346,124,418,173,0
237,194,108,168,3
401,614,467,798,1
229,220,196,148,3
180,38,43,113,2
186,143,120,208,3
400,346,282,331,3
399,461,294,704,1
274,212,150,266,3
267,160,193,224,3
191,366,96,276,9
220,176,130,167,3
355,63,308,220,0
44,135,45,560,5
150,36,427,198,8
301,466,348,698,1
255,145,179,196,3
414,339,294,315,3
340,67,259,238,0
93,113,81,224,2
273,91,302,220,0
316,173,189,230,3
427,481,380,649,1
416,91,382,134,0
175,111,145,173,3
244,161,102,190,3
293,194,107,217,3
233,231,143,250,3
220,169,21,167,3
237,223,111,207,3
364,297,198,622,9
557,498,518,738,1
241,206,74,131,3
253,235,121,158,3
248,137,66,224,3
133,102,129,214,2
269,114,115,146,3
325,568,502,694,1
379,351,373,718,9
311,221,149,218,3
264,159,132,206,3
388,346,283,383,3
468,81,423,192,0
196,129,32,268,2
309,284,257,332,3
219,142,113,190,3
189,174,97,47,3
214,127,34,159,3
411,346,235,373,3
324,20,319,21,0
314,50,429,136,0
240,185,235,159,3
166,89,17,257,2
98,123,73,290,2
302,114,165,183,3
143,290,313,633,6
217,72,18,208,2
287,200,189,262,3
200,193,90,218,3
127,127,75,207,2
133,79,84,93,2
446,309,319,573,9
243,239,235,645,9
246,152,209,120,3
388,25,301,243,0
451,238,372,249,10
158,79,137,82,2
301,258,217,186,3
160,74,89,94,2
164,83,71,193,2
272,160,149,213,3
240,150,78,191,3
295,250,218,252,3
68,129,87,235,2
364,273,216,286,3
302,50,275,106,0
330,211,124,298,3
294,254,241,307,3
262,159,153,244,3
76,101,62,628,5
285,168,85,380,3
340,202,168,237,3
281,150,124,280,3
201,74,89,159,3
260,122,244,199,0
217,157,142,142,3
339,307,279,656,1
204,146,57,70,3
471,287,328,290,10
135,113,377,204,8
186,195,157,205,3
209,215,29,219,3
191,127,73,220,3
235,65,162,165,3
228,223,113,369,3
198,169,58,184,3
212,184,111,74,3
372,332,297,341,3
124,149,113,225,2
212,111,179,96,3
223,145,19,232,3
203,96,31,343,2
420,438,453,732,1
273,202,150,74,3
383,311,273,303,3
447,42,338,58,0
110,106,17,58,2
525,393,466,378,10
274,114,250,126,0
346,460,351,667,1
408,32,337,153,0
88,17,24,515,5
84,100,18,43,2
69,482,430,649,6
141,138,60,36,2
482,384,326,424,3
428,113,380,59,0
242,210,147,199,3
243,198,12,41,3
403,98,274,210,0
365,174,214,189,3
332,120,362,230,0
453,365,288,427,3
395,242,279,230,10
185,421,236,690,6
187,124,54,18,3
234,172,98,103,3
133,102,16,274,2
216,91,148,236,3
150,116,177,169,2
325,213,167,292,3
336,211,106,172,3
291,384,288,705,1
240,256,182,290,3
224,174,144,184,3
148,81,135,307,2
246,210,161,230,3
218,100,113,184,3
273,296,232,287,3
306,219,273,194,3
321,290,258,290,3
236,407,273,674,1
224,118,98,210,3
315,214,222,301,3
276,248,197,304,3
202,219,116,97,3
197,8,82,461,5
197,214,223,144,3
164,178,69,617,5
251,136,46,53,3
271,150,131,41,3
290,187,215,160,3
293,118,145,190,3
511,291,430,293,10
249,253,186,304,3
289,194,58,262,3
207,149,94,209,3
254,159,152,191,3
372,249,207,278,3
173,190,138,570,6
249,170,21,264,3
571,436,441,378,10
223,147,123,137,3
349,260,199,273,3
350,412,287,661,1
240,160,62,202,3
544,279,469,263,10
348,259,212,287,3
400,310,216,326,3
449,399,433,650,1
233,201,60,219,3
280,211,228,100,3
290,171,80,19,3
312,180,182,174,3
196,175,63,119,3
131,137,85,168,2
216,137,94,88,3
274,262,205,299,3
190,174,64,155,3
276,174,145,198,3
276,237,30,167,3
133,398,344,604,6
61,88,409,239,8
247,102,273,139,0
278,26,325,145,0
308,439,413,700,1
206,136,143,187,3
299,401,341,677,1
164,103,56,591,5
235,131,23,169,3
322,205,142,216,3
244,195,192,236,3
299,452,327,767,1
259,191,110,258,3
320,169,264,132,0
67,354,200,644,6
428,30,394,189,0
73,109,93,277,2
414,500,428,733,1
275,176,144,84,3
280,245,121,262,3
309,243,171,279,3
388,365,303,338,3
451,573,472,806,1
309,79,273,88,0
107,13,6,536,5
113,40,124,79,2
503,466,398,703,1
211,203,57,147,3
429,434,458,392,9
545,396,446,646,1
263,161,68,211,3
210,381,284,591,6
355,174,283,194,0
252,186,63,110,3
407,263,240,353,3
273,132,158,188,3
231,225,128,156,3
368,145,371,184,0
619,419,595,665,9
165,438,370,606,6
308,178,52,248,3
246,215,158,216,3
352,217,150,195,3
413,64,351,131,0
200,140,142,127,3
273,168,170,232,3
236,139,161,235,3
120,171,55,203,2
505,347,393,275,10
328,107,96,237,3
393,357,276,528,9
103,432,405,636,6
403,362,451,517,9
446,257,309,389,10
264,238,105,204,3
279,120,194,221,3
338,183,133,165,3
420,334,277,283,3
498,386,415,382,10
289,211,182,216,3
227,140,123,174,3
274,122,184,24,3
395,47,208,116,0
260,170,144,185,3
269,154,64,160,3
276,193,134,188,3
301,187,263,84,3
157,102,84,527,5
270,205,164,229,3
258,233,57,136,3
204,186,92,360,3
112,355,162,620,6
162,349,126,609,6
300,377,261,587,1
239,226,111,187,3
481,423,367,674,1
130,115,77,249,2
283,151,131,254,3
234,71,127,246,3
496,386,424,354,10
271,246,119,226,3
379,438,367,644,1
414,77,313,187,0
176,12,75,138,2
252,194,180,32,3
356,290,208,296,3
173,141,143,38,3
210,78,183,238,0
111,299,209,591,6
300,152,87,119,3
324,320,229,345,3
220,140,155,147,3
323,222,201,249,3
478,492,414,763,1
239,212,105,262,3
296,208,130,245,3
227,184,113,127,3
88,134,159,86,2
228,193,146,262,3
132,123,51,551,5
351,470,367,682,1
308,410,329,710,1
443,412,369,660,1
230,238,136,95,3
278,224,141,168,3
85,388,254,590,6
142,19,54,171,2
151,130,106,243,2
162,133,94,526,5
301,281,208,303,3
113,20,392,196,8
300,203,141,206,3
347,172,187,281,3
252,138,160,169,3
253,135,155,208,3
227,197,138,245,3
136,104,104,307,2
221,204,123,145,3
154,442,293,622,6
380,32,298,125,0
267,236,158,304,3
387,107,239,164,0
332,248,213,250,3
310,297,258,312,3
182,195,129,164,3
306,60,297,108,0
395,313,251,366,3
241,160,110,243,3
265,209,46,126,3
269,176,77,203,3
84,62,123,142,2
312,125,186,102,0
219,251,139,353,3
280,254,210,236,3
434,272,277,286,10
245,180,135,185,3
299,207,131,308,3
267,158,118,37,3
141,115,48,428,5
253,140,154,203,3
161,330,46,600,6
284,212,149,222,3
420,321,227,327,3
244,204,287,562,9
263,195,168,194,3
407,264,190,678,9
212,98,154,180,3
348,205,85,10,3
376,81,220,16,0
293,112,259,272,0
331,269,251,299,3
340,287,219,273,3
272,131,84,147,3
201,120,229,97,0
89,261,267,570,6
141,428,375,659,6
122,400,356,587,6
89,17,99,354,5
129,126,381,125,8
457,354,412,283,10
234,91,238,104,0
288,203,139,211,3
377,360,277,363,3
97,293,241,536,6
177,198,139,100,3
326,291,199,254,3
304,135,131,242,3
126,102,106,148,2
425,406,384,715,1
207,194,124,164,3
321,381,304,671,1
453,359,366,375,10
98,153,89,557,5
334,278,228,297,3
248,184,121,155,3
291,183,168,133,3
255,201,156,96,3
244,244,198,89,3
357,31,332,167,0
283,411,348,711,1
138,120,462,486,8
217,154,215,81,3
353,226,191,256,3
61,303,201,649,6
354,401,478,493,9
93,176,214,460,8
290,233,116,267,3
261,246,169,239,3
166,123,169,83,3
122,211,38,196,2
140,33,71,120,2
526,458,514,720,1
203,149,24,63,3
247,139,120,3,3
410,332,258,356,3
250,159,76,140,3
272,113,8,38,3
89,101,427,68,8
238,147,107,207,3
260,164,148,229,3
229,128,77,179,3
298,248,152,212,3
203,159,150,211,3
247,202,158,254,3
214,420,423,607,6
157,96,74,197,2
272,170,149,135,3
164,65,307,411,8
488,324,376,386,10
485,265,385,521,9
282,128,107,229,3
433,422,356,588,1
161,88,61,451,5
343,221,204,113,3
398,276,263,306,3
264,160,70,132,3
295,271,119,285,3
282,191,187,247,3
238,120,136,220,3
242,163,75,117,3
243,208,202,244,3
111,32,54,609,5
146,65,270,518,8
118,46,32,202,2
156,55,43,319,2
318,49,313,41,0
398,379,315,348,3
339,25,373,130,0
265,162,116,203,3
452,368,287,397,3
231,245,165,269,3
266,98,91,86,3
290,202,160,185,3
308,328,226,558,1
364,65,287,198,0
144,13,439,174,8
81,86,29,295,2
217,182,124,126,3
128,434,350,715,6
134,396,280,730,6
480,255,311,174,10
316,115,260,52,0
406,482,371,703,1
399,70,312,136,0
239,136,157,197,3
510,372,426,358,10
339,301,277,268,3
253,173,152,110,3
251,235,160,152,3
148,298,402,697,6
268,31,254,74,0
284,211,136,171,3
152,400,326,640,6
256,99,162,37,0
160,395,265,650,6
269,375,302,670,1
209,70,1,248,2
112,311,204,584,6
291,222,28,150,3
277,111,137,89,3
306,203,49,142,3
240,178,192,228,3
325,8,305,187,0
174,138,145,79,3
245,172,155,219,3
201,54,91,292,2
435,81,421,125,0
172,137,126,205,3
367,95,356,202,0
529,451,447,679,1
284,186,262,298,9
273,235,139,286,3
254,193,90,57,3
233,149,168,147,3
466,282,417,276,10
228,200,45,252,3
193,212,169,114,3
263,187,119,19,3
183,218,129,229,3
297,258,227,226,3
125,69,99,520,5
239,224,183,242,3
333,491,362,741,1
203,289,294,555,6
478,21,405,17,0
131,512,340,713,6
302,180,380,168,0
303,137,248,191,0
294,264,174,241,3
288,202,127,215,3
469,325,396,336,10
160,80,32,377,5
175,109,43,555,5
421,330,251,342,3
450,527,448,744,1
308,245,247,218,3
149,452,356,722,6
463,312,271,316,3
190,212,120,166,3
152,135,53,253,2
214,188,125,190,3
295,129,136,96,3
287,46,331,43,0
271,260,255,701,9
148,107,230,625,8
347,36,316,134,0
377,18,233,84,0
368,250,271,405,9
249,162,112,89,3
421,373,332,385,3
130,388,296,663,6
399,446,331,727,1
247,86,108,144,3
361,447,303,719,1
337,222,305,206,10
119,92,451,375,8
344,30,183,187,0
186,97,271,664,8
86,89,298,458,8
291,246,103,243,3
276,179,61,63,3
247,215,52,133,3
477,407,406,524,9
164,184,500,219,8
218,175,89,224,3
339,210,310,342,9
228,128,150,129,3
183,155,2,525,5
392,159,302,169,0
111,83,74,297,2
336,321,275,277,3
223,226,149,143,3
168,111,69,373,5
384,103,227,248,0
323,239,206,281,3
124,304,241,528,6
158,61,137,655,5
246,243,113,239,3
304,227,208,243,3
217,427,258,664,1
279,140,14,24,3
367,274,246,319,3
243,156,129,209,3
276,81,133,100,0
108,100,67,383,5
113,442,381,651,6
179,122,14,635,5
225,169,124,120,3
90,71,481,48,8
343,316,241,273,3
153,167,317,530,8
226,213,111,315,3
398,212,392,244,10
282,220,155,259,3
268,198,17,233,3
169,93,49,45,2
140,259,47,651,6
257,225,156,298,3
359,536,407,765,1
324,196,160,213,3
176,193,111,220,3
205,160,154,15,3
256,151,130,116,3
256,156,336,124,0
324,14,88,82,0
161,486,464,653,6
79,75,31,478,5
347,459,322,685,1
279,167,143,119,3
371,320,181,295,3
409,350,291,364,3
231,209,61,198,3
108,52,125,437,5
260,78,78,28,3
465,390,321,349,3
243,156,118,241,3
154,149,49,188,2
386,302,313,298,3
89,62,31,161,2
492,424,424,390,10
340,464,318,675,1
614,331,573,334,10
114,378,328,531,6
158,172,149,244,3
227,166,150,123,3
245,206,178,203,3
321,306,159,409,9
229,89,117,44,3
209,144,33,215,3
240,182,101,204,3
223,129,113,99,3
198,149,168,90,3
246,161,42,90,3
311,219,227,235,3
232,101,213,157,0
377,321,276,366,3
303,284,235,273,3
274,391,254,669,1
545,360,475,541,9
73,413,347,679,6
377,237,193,202,3
119,51,414,135,8
297,225,182,211,3
229,180,127,62,3
427,162,402,223,0
195,108,109,153,3
299,240,74,122,3
291,146,160,245,3
450,475,400,614,1
201,126,182,141,3
253,86,122,72,3
248,220,161,298,3
318,190,72,268,3
238,170,81,178,3
254,456,388,686,1
293,100,215,117,0
179,129,16,490,5
116,60,252,308,8
148,163,25,400,5
130,69,39,252,2
241,218,99,239,3
343,435,274,624,1
267,21,186,201,0
285,213,214,179,3
88,302,172,585,6
327,18,236,46,0
338,313,219,280,3
269,216,153,234,3
237,216,116,234,3
245,175,119,127,3
461,304,345,276,10
194,177,112,146,3
274,185,170,188,3
308,248,604,548,9
89,54,88,390,5
207,220,183,253,3
269,225,227,321,3
445,173,331,164,10
303,166,238,218,3
363,300,233,316,3
278,542,421,750,1
233,193,123,272,3
343,271,162,280,3
262,246,203,293,3
309,422,373,722,1
411,29,324,204,0
298,146,136,229,3
196,98,353,169,8
145,404,409,627,6
289,216,169,214,3
307,169,128,190,3
411,394,319,606,1
97,123,84,176,2
267,249,165,261,3
457,488,415,699,1
256,203,166,242,3
346,77,326,137,0
184,45,79,210,2
334,229,172,259,3
148,209,99,188,3
409,94,422,208,0
194,119,114,198,3
331,228,174,240,3
422,467,367,749,1
206,292,283,602,6
282,71,219,92,0
263,221,137,188,3
243,183,221,228,3
171,137,155,682,5
384,51,273,62,0
253,185,145,134,3
231,130,76,156,3
198,155,156,220,3
281,139,197,274,3
464,262,498,276,10
387,274,169,237,3
78,4,204,587,8
330,255,80,349,3
317,188,94,103,3
245,199,137,107,3
253,219,79,227,3
88,37,81,190,2
481,273,385,302,10
265,209,134,234,3
139,79,188,621,8
156,332,279,655,6
300,269,149,240,3
247,172,220,171,3
342,482,360,705,1
310,272,237,267,3
93,40,44,278,2
79,88,8,238,2
143,106,117,143,2
287,282,229,298,3
163,111,8,204,2
275,238,110,213,3
417,336,244,330,3
378,319,246,328,3
170,110,27,532,5
127,522,420,680,6
293,142,312,140,0
312,173,149,121,3
254,150,159,228,3
492,331,246,277,3
290,558,524,732,1
273,176,21,132,3
236,224,149,195,3
253,182,177,222,3
148,273,274,599,6
212,156,142,204,3
226,176,78,233,3
247,179,190,133,3
301,95,280,147,0
357,481,407,717,1
303,106,271,183,0
146,76,252,298,8
327,296,216,213,3
270,190,175,208,3
320,280,162,202,3
432,6,400,159,0
90,371,271,532,6
181,194,17,73,3
265,236,207,332,3
279,223,183,134,3
466,365,398,457,10
429,330,366,317,10
303,157,135,105,3
121,14,114,313,2
478,486,487,749,1
163,108,119,307,2
399,279,368,406,9
291,227,104,242,3
241,184,156,140,3
321,135,158,159,3
199,99,137,42,3
268,212,113,199,3
348,469,471,692,1
242,142,96,177,3
100,111,69,503,5
293,144,203,158,3
338,200,517,205,9
413,442,374,639,1
261,169,178,262,3
19,435,369,644,6
399,328,273,333,3
227,32,303,132,0
220,188,148,171,3
216,163,67,209,3
318,208,180,253,3
259,223,145,249,3
239,175,42,192,3
316,269,208,277,3
503,549,479,740,1
160,244,140,611,6
448,436,516,616,9
426,354,278,419,3
257,189,112,231,3
362,80,316,238,0
298,182,21,200,3
441,89,390,115,0
235,209,164,216,3
259,444,383,706,1
94,37,418,153,8
436,365,294,427,3
109,238,272,632,6
392,309,256,309,3
472,391,347,535,9
158,129,53,633,5
260,204,151,174,3
360,293,293,370,3
458,231,386,236,10
233,234,183,217,3
360,441,311,671,1
301,187,61,182,3
209,149,82,143,3
198,140,153,233,3
295,186,150,218,3
58,159,56,594,5
134,57,227,651,8
232,80,120,238,3
229,153,117,176,3
479,242,326,243,10
209,174,138,242,3
233,121,140,227,3
258,214,131,207,3
326,134,134,199,3
342,289,169,220,3
212,201,159,202,3
249,216,173,185,3
296,364,305,670,1
225,203,79,226,3
284,183,172,277,3
299,213,171,253,3
323,302,219,320,3
306,75,179,124,0
283,173,159,238,3
227,117,110,153,3
317,350,188,670,1
59,514,402,692,6
293,421,298,656,1
356,267,244,276,3
345,240,241,650,9
310,178,174,220,3
169,153,44,439,5
122,92,168,632,8
223,209,56,224,3
293,238,213,504,9
383,400,296,643,1
345,310,288,454,9
331,297,238,422,3
139,125,62,221,2
238,131,192,161,3
119,121,154,112,2
273,73,310,99,0
248,4,253,113,0
181,335,389,640,6
195,156,132,133,3
84,86,72,442,5
375,81,416,208,0
270,169,96,90,3
244,463,367,627,1
240,155,150,173,3
269,75,128,231,3
240,170,94,223,3
251,247,202,260,3
137,412,366,755,6
304,216,149,231,3
222,153,180,202,3
356,238,73,253,3
352,268,321,228,10
265,243,198,256,3
234,208,169,212,3
174,90,55,394,5
318,369,349,606,1
355,49,240,136,0
181,85,134,415,5
192,192,100,160,3
426,249,332,240,10
219,174,115,192,3
192,181,90,137,3
241,88,138,239,3
387,57,318,105,0
446,65,375,60,0
403,158,332,143,0
293,264,239,247,3
324,33,251,108,0
125,408,249,699,6
92,297,197,671,6
198,214,107,218,3
78,88,474,43,8
257,221,81,182,3
366,270,186,261,3
389,378,271,586,1
268,207,198,260,3
381,129,259,213,0
222,55,115,211,3
278,204,43,42,3
124,8,3,495,5
239,207,94,168,3
248,241,114,273,3
103,13,34,595,5
348,281,237,313,3
325,239,126,240,3
325,234,270,272,3
223,136,88,209,3
98,89,327,233,8
234,202,131,139,3
179,63,28,158,2
417,531,411,772,1
218,186,160,231,3
228,238,222,453,9
421,32,310,237,0
446,351,368,314,10
404,334,281,363,3
398,514,371,760,1
298,237,193,168,3
254,250,171,321,3
216,167,97,253,3
415,371,292,341,3
265,161,150,172,3
311,276,213,348,3
275,216,131,257,3
321,283,192,284,3
269,97,295,17,0
360,295,230,258,3
405,323,229,337,3
146,117,244,526,8
287,251,75,240,3
292,185,72,333,3
399,505,406,714,1
221,115,141,80,3
165,136,99,155,3
429,104,337,133,0
322,266,133,174,3
253,376,233,636,1
363,58,351,225,0
374,339,222,533,9
352,100,261,240,0
138,684,249,108,9
478,291,406,258,10
88,125,107,276,2
428,382,306,396,3
270,172,127,178,3
364,421,378,731,1
452,301,384,660,9
513,317,420,337,10
261,92,83,136,3
202,199,66,225,3
277,214,282,392,9
307,216,90,107,3
514,307,379,290,10
186,92,37,338,2
293,123,116,142,3
220,234,112,397,9
135,507,445,672,6
235,101,123,213,3
329,311,225,318,3
177,202,129,331,3
288,231,188,257,3
189,214,117,187,3
279,229,158,254,3
399,277,226,314,3
258,100,94,83,3
159,121,103,630,5
171,100,83,163,2
119,474,313,661,6
87,335,254,577,6
128,84,56,537,5
242,177,111,156,3
231,131,119,164,3
291,181,81,41,3
279,245,148,519,9
315,225,23,202,3
348,259,231,234,3
343,241,149,243,3
431,127,436,170,0
299,229,6,23,3
243,214,84,164,3
222,104,158,128,3
401,82,300,96,0
130,46,162,239,2
320,264,180,264,3
403,22,327,204,0
262,156,188,167,3
327,190,66,153,3
275,253,145,189,3
274,143,124,215,3
256,210,96,144,3
406,309,295,234,3
319,253,158,232,3
356,311,205,351,3
201,126,148,174,3
242,205,204,298,3
278,397,342,648,1
159,158,90,145,3
380,236,194,136,3
271,205,182,230,3
290,157,175,239,3
274,209,103,223,3
254,183,173,156,3
132,105,112,479,5
431,354,300,394,3
322,232,195,247,3
325,186,136,232,3
417,195,382,257,10
110,23,19,168,2
209,190,139,149,3
181,192,180,229,3
478,477,481,650,1
301,208,219,241,3
275,158,161,64,3
427,354,282,409,3
124,57,165,375,5
292,152,70,241,3
255,21,122,187,0
291,235,232,222,3
217,204,158,278,3
439,83,360,191,0
80,418,270,651,6
385,64,269,151,0
179,38,330,459,8
86,34,30,449,5
323,303,237,336,3
209,144,62,65,3
466,322,353,682,9
237,151,117,156,3
276,86,254,272,0
420,473,367,679,1
207,146,482,51,8
259,75,234,192,0
247,116,143,168,3
249,208,164,77,3
